Height_cm,Weight_kg
150.0,45.993428306022466
150.81632653061226,45.13163466296376
151.6326530612245,47.11170360681363
152.44897959183675,49.270549508734426
153.26530612244898,46.16434631177782
154.08163265306123,46.57254241263226
154.89795918367346,50.60740522285151
155.71428571428572,49.39201231544868
156.53061224489795,47.32635735057907
157.3469387755102,49.758589474927035
158.16326530612244,48.154797267436294
158.9795918367347,48.55833641122683
159.79591836734693,50.38188372680553
160.6122448979592,46.479561959664
161.42857142857142,47.26445004925964
162.24489795918367,49.99787392110989
163.0612244897959,49.5049500042291
163.87755102040816,52.567270175394626
164.69387755102042,50.53089062446779
165.51020408163265,49.930494638145746
166.3265306122449,56.09456284396556
167.14285714285714,53.119875970455496
167.9591836734694,54.11464824611055
168.77551020408163,51.5382587296139
169.59183673469389,53.70715291829658
170.40816326530611,55.42592681207279
171.22448979591837,53.31025774311458
172.0408163265306,56.77180419995665
172.85714285714286,55.22729404873382
173.6734693877551,56.253347194290996
174.48979591836735,56.04148473472488
175.30612244897958,61.35761759350766
176.12244897959184,58.034230040320054
176.9387755102041,56.35396589719025
177.75510204081633,60.52264084461454
178.57142857142858,56.844026985772246
179.3877551020408,60.111604741029915
180.20408163265307,56.182700568566986
181.0204081632653,57.85383198383579
181.83673469387756,61.31208981867702
182.6530612244898,62.803463772235716
183.46938775510205,62.077430439930964
184.28571428571428,61.91156057808066
185.10204081632654,61.94881301698469
185.9183673469388,60.002139692734545
186.73469387755102,61.927658521986096
187.55102040816325,62.854232662162055
188.3673469387755,66.29791792182559
189.18367346938777,65.2790733138308
190.0,61.47391968927453
